carta_id,nro_carta,titulo,pagina,palabra_1,palabra_2,coocurrencias
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,se,serrar,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,esta,padesio,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,equibocacion,padesio,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,creiendo,una,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,creiendo,hallase,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,en,se,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,el,hallase,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,en,sercado,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,sele,sercado,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,donde,puso,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,oleo,puso,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,el,y,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,como,oleo,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,este,y,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,como,es,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,curato,este,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,de,es,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,curato,yndios,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,aunque,de,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,alli,yndios,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,aunque,fue,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,alli,lafestibidad,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,la,se,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,la,sino,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,qᵉ,tus,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,se,tus,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,mi,se,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,al,mi,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,al,tus,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,la,tu,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,deseo,y,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,qᵉ,tu,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,en,qᵉ,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,febrero,n,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,lima,n,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,n,y,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",1,de,lima,1
