carta_id,nro_carta,titulo,tipo_entidad,texto,frecuencia
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Diego dela Prresa,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Jph,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Juan Antonio,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Padre,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Abuelo,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Conde de Montemar,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Diego,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Diego Sanches badillo,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Dⁿ Javier,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Fernanᵈᵒ,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,"Franᶜᵒ dela

Prresa",1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Juan,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Juan dela Prresa,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Lara,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Madre,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,P. Juan Lopes,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Pedro,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Rosita,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,Ysabel Brescia,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,sespedes,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",persName,tia,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",placeName,"corregimiento de

Canta",1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",placeName,"santa

ana",1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",placeName,sercado,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",quote,"En 22 de este mes de octubre año de 1622” Dᵃ Ysabel Brescia , vendio ala capellania qᵉ Diego dela Prresa mando fundar, y se bendio

ala cofradia de Sⁿ Franᶜᵒ 141”

P 20 rr~ de rrenta y pencion en cada un año por 2824” de principal como",1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",quote,"cuidado no dejen esto dela mano qᵉ

ymporta mucho amiMayorasgo:",1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",quote,"mas largamᵗᵉ parese dela

escritura antemi Diego Sanches badillo Esⁿ ᵒ Publico%",1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",date,3” de Diciembre 759,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",date,"Abril 1"" de 1761""",1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",geogName,Cadiz,2
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",geogName,Europa,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",geogName,Lima,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",name,Galera esperanza,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",name,"Sⁿ , Juan Bapᵗᵃ",1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Lara,2
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Conde de Montemar,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Diego,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Domingo Suares,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Ensucho,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Manrriquᵉ,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Manuel Zabala,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Pedro,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Pedro Bravo del Ribero,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",persName,Suares,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",date,"11” de Noviembre de

1760”",1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",date,"Lima y Agoᵗᵒ 27"" de 1761""",1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",geogName,Panama,2
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",geogName,Aimaraes,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",geogName,Cusco,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",geogName,Roma,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",geogName,Valparaiso,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",geogName,moquegua,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",name,la Esperanza,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",persName,Amat,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",persName,"Frai

Onofre",1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",persName,Lara,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",persName,Manso,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",persName,Pedro,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",persName,Phelipe Zabala,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",persName,"Sᵒʳ , Conde de Montemar",1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",persName,nuestro tio el P.dⁿ Pedro,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",placeName,"corregimᵗᵒ de

moquegua",1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",date,27” deAgoᵗᵒ,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",date,"Lima y Octubre 26” de

1761”",1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",date,de 1761”,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",geogName,Balparaiso,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",geogName,Callao,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",geogName,Chile,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",geogName,Lima,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",geogName,Madre,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",geogName,Panama,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",geogName,Roma,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",geogName,Santiago,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",geogName,chile,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",name,Audiencia,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",name,Sⁿ Jph el Peruano (alias la Esperanza),1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Salas,5
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Manso,3
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Lara,2
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Manzo,2
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Ribero,2
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Tio,2
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Arana,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Bedoyas,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Borda,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Campusanos,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Castillejo,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,"Conde de

Montemar",1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Jph,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Jph Antonio,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Jph Perfecto de Salas,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Juan,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Manuel Amat,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Pedro,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Pedro Brabo de Castilla,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Recabarren,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,Trastabiña,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,tio,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",persName,"tio

Perote",1
